converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS,training
no,1,7,0,0,0,0,0,no,no,0,0,0,0,yes,yes,8,2466,yes,no,1
no,7,18,0,14,0,0,2,no,no,0,0,0,0,no,no,18,2313,yes,no,1
no,7,7,0,30,0,98,1,no,no,0,0,0,0,no,no,7,3684,yes,no,1
no,5,3,0,0,0,0,15,no,no,0,0,0,0,no,no,2,2131,no,no,1
no,10,18,0,157,0,35,2,no,no,0,0,0,0,yes,no,2,3288,yes,yes,1
no,2,4,0,24,0,6,35,no,no,2,0,0,0,no,yes,9,2070,yes,no,0
no,3,1,0,173,0,70,0,no,no,7,0,0,4,no,no,10,3500,yes,no,0
no,5,4,0,43,0,62,0,no,no,6,0,0,0,no,yes,9,2800,yes,no,1
no,9,18,0,8,0,23,0,no,no,2,0,0,0,no,no,12,3135,yes,no,0
no,2,13,0,89,0,50,0,no,no,1,0,0,0,no,no,5,3592,yes,no,0
no,1,1,0,0,0,0,27,no,no,0,0,0,33,yes,yes,12,2619,yes,no,1
no,10,16,0,0,0,0,25,no,no,0,0,0,0,no,no,12,2708,yes,no,0
no,10,14,0,258,0,86,104,no,no,9,0,0,0,no,no,0,2343,yes,no,0
no,4,3,0,23,0,62,0,no,yes,8,0,0,0,yes,yes,1,1613,yes,no,0
no,8,14,0,81,1,50,383,yes,no,3,0,0,0,yes,no,10,3927,yes,no,1
no,8,19,0,81,1,32,32,no,no,9,0,0,0,no,yes,22,3074,yes,yes,0
no,1,1,0,0,0,0,2,no,no,0,0,0,0,no,yes,1,1400,no,no,0
no,6,9,1,80,0,20,0,yes,no,0,0,14,0,no,no,1,2039,no,no,1
yes,9,24,2,0,0,0,75,yes,no,0,0,0,0,yes,yes,7,2009,yes,no,1
no,9,2,0,32,0,52,15,no,yes,0,0,0,0,no,no,13,1858,yes,no,1
no,10,19,8,248,0,55,0,yes,no,3,0,0,2,no,no,11,3592,yes,no,0
no,7,18,0,172,0,59,1,no,no,5,0,0,0,no,no,12,2557,no,no,1
no,7,5,0,0,0,0,0,no,no,0,0,0,0,no,yes,2,2739,yes,no,1
yes,6,4,0,0,4,12,241,no,no,0,0,0,0,yes,yes,9,2162,yes,no,1
yes,6,17,0,0,0,0,264,no,no,0,0,0,0,yes,no,36,2739,yes,no,1
no,6,13,0,0,0,0,58,no,no,0,0,0,3,no,no,5,2404,yes,no,1
no,1,10,0,407,0,108,1,yes,no,8,0,0,0,yes,yes,2,1858,yes,no,1
no,9,28,0,169,0,116,0,no,no,11,0,0,0,no,no,3,2374,yes,no,1
no,10,18,0,48,0,10,3,no,no,0,0,0,0,yes,no,2,3013,yes,no,1
yes,9,22,2,237,4,96,31,yes,no,0,0,0,12,no,no,3,1461,yes,no,1
no,9,7,0,44,2,72,59,yes,no,3,0,15,1,no,no,7,2708,no,no,0
no,7,2,0,0,0,0,0,no,no,0,0,0,0,yes,no,16,4049,yes,no,0
no,4,9,1,0,0,0,0,no,no,0,0,0,0,no,yes,10,4080,yes,no,1
no,10,15,11,191,1,66,61,no,no,75,0,0,0,yes,yes,17,2557,yes,no,1
no,2,13,0,0,0,60,8,no,no,0,0,0,0,yes,no,5,2527,yes,no,1
no,8,21,0,0,0,5,18,no,no,11,0,0,0,no,no,12,2009,yes,no,1
no,4,3,0,0,0,0,0,no,no,0,0,0,0,no,no,6,3074,no,no,0
yes,6,11,8,213,0,38,428,yes,no,0,0,3,0,yes,no,9,1674,no,no,1
no,9,24,0,71,0,15,0,no,no,3,0,0,0,no,no,4,2496,yes,no,1
no,2,4,0,235,1,4,8,no,no,0,0,0,0,no,no,13,2769,yes,no,1
no,9,28,19,97,8,86,315,yes,no,17,0,0,9,yes,yes,33,2192,yes,no,1
no,6,16,0,102,0,34,0,no,no,0,0,0,0,no,yes,10,2192,yes,no,1
no,6,7,1,17,0,24,37,yes,no,0,0,0,0,yes,no,2,1889,yes,no,1
no,2,13,0,160,1,31,109,no,no,5,0,0,0,yes,no,6,2374,yes,no,1
no,8,23,3,142,1,33,85,no,no,2,0,0,0,no,no,16,2101,yes,yes,1
no,10,17,0,0,0,0,2,no,no,0,0,8,0,no,yes,7,3623,no,no,0
no,8,21,0,0,0,20,0,no,no,0,7,0,1,no,no,3,3988,yes,no,1
no,9,9,1,99,0,62,108,no,no,1,0,0,0,yes,no,11,1766,yes,no,0
no,5,19,0,185,6,84,79,no,no,0,0,0,0,no,no,4,1674,yes,no,1
yes,10,17,0,0,0,11,175,no,no,39,0,0,0,yes,no,10,1523,yes,no,1
no,5,1,0,0,0,0,4,no,no,1,0,0,0,no,no,0,1339,yes,no,1
no,3,5,0,0,0,0,0,no,no,0,0,0,0,yes,yes,10,1370,no,yes,1
no,10,26,0,228,0,78,5,yes,no,16,0,0,0,no,no,6,2922,yes,no,1
no,7,8,0,39,0,0,0,no,no,0,0,0,0,no,yes,2,2527,yes,no,1
no,7,13,0,11,6,17,40,no,no,3,0,0,0,no,no,6,2739,yes,no,1
no,7,8,3,62,0,98,331,no,no,5,0,0,0,yes,no,5,1948,yes,no,1
no,7,9,0,37,0,0,3,no,no,0,0,25,0,yes,no,16,1736,yes,no,0
no,9,23,0,9,1,14,192,no,no,21,0,0,0,no,no,25,2374,yes,no,0
no,7,19,1,131,0,31,0,no,no,0,0,21,0,no,yes,5,2739,no,no,1
no,7,14,0,67,0,0,0,no,no,3,0,0,0,no,no,2,2192,yes,no,0
no,5,14,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2527,yes,no,0
no,6,17,0,1,0,0,423,no,no,0,0,0,0,yes,no,2,2313,yes,no,1
no,2,15,0,220,3,117,88,no,no,8,0,0,0,no,no,10,2800,yes,no,0
no,10,17,9,13,0,63,128,yes,no,14,0,21,19,yes,no,4,1308,yes,no,1
no,8,12,0,232,0,121,3,no,no,0,0,52,0,yes,no,14,2192,no,no,0
no,8,20,0,819,0,92,96,no,no,12,0,0,0,yes,no,2,2070,yes,no,1
no,5,20,0,34,0,0,8,no,no,1,0,4,0,yes,no,19,2466,yes,yes,1
no,2,18,0,4,0,0,0,no,no,4,0,0,0,yes,yes,9,3623,yes,no,1
no,6,15,4,39,0,11,27,yes,no,8,0,0,0,no,no,8,1705,no,no,1
no,2,1,0,37,0,0,0,no,no,8,0,0,0,no,no,0,3715,yes,no,1
no,7,16,0,0,0,0,0,no,yes,0,2,0,0,no,no,2,3623,yes,no,0
no,7,13,0,0,0,28,19,no,no,0,0,0,0,yes,yes,16,2374,no,no,1
no,6,9,0,3,0,16,217,no,no,0,0,8,4,yes,no,6,1247,yes,no,1
no,8,20,5,133,1,14,183,no,no,31,0,4,0,yes,no,24,2739,yes,no,1
no,5,16,0,269,0,27,0,no,no,12,0,0,0,no,no,9,2739,yes,no,1
no,7,22,3,113,0,4,124,yes,no,4,0,2,0,yes,no,16,2769,yes,no,1
no,9,25,8,147,9,84,130,no,no,47,0,0,6,yes,no,8,3044,yes,no,1
no,4,6,5,0,0,0,0,yes,no,0,0,0,0,yes,yes,9,1858,no,no,1
no,1,8,0,4,0,2,0,no,no,0,0,0,0,no,yes,11,2282,yes,no,0
no,9,19,0,16,0,3,20,no,no,0,0,0,0,no,no,4,2374,yes,yes,1
no,6,18,0,25,0,2,149,no,no,8,0,0,3,yes,no,6,3105,no,no,1
no,5,1,0,0,0,0,0,yes,no,0,0,0,0,no,yes,11,2892,no,no,1
no,8,20,5,0,0,43,24,no,no,8,0,0,0,yes,no,9,2254,yes,no,0
no,2,2,0,0,0,0,99,no,no,0,0,0,0,no,no,5,2039,yes,no,1
no,4,13,1,19,1,64,10,yes,no,0,0,0,0,yes,no,14,2831,yes,no,1
no,9,9,0,58,0,40,8,no,no,8,0,0,0,no,yes,19,3074,yes,no,1
no,7,22,1,107,0,100,16,no,no,0,0,0,0,no,no,8,3166,yes,no,1
no,8,16,3,155,0,85,214,yes,no,10,0,0,7,no,no,1,2647,yes,no,1
no,5,15,14,114,0,69,49,yes,no,0,0,0,0,no,no,5,2678,yes,no,1
no,10,19,8,348,5,70,366,yes,no,1,0,0,0,yes,no,10,2588,yes,no,1
no,2,1,0,2,0,49,0,no,no,0,0,0,2,no,no,4,3105,no,no,1
no,7,15,0,12,0,40,10,no,no,0,0,0,0,no,no,11,2374,yes,no,1
no,6,7,0,1,0,3,0,yes,no,5,0,0,0,no,yes,3,4018,yes,no,0
no,4,5,0,22,0,4,0,no,no,3,0,0,0,no,no,11,2131,yes,no,1
yes,10,18,9,13,0,2,50,yes,no,0,0,0,2,no,no,10,2009,yes,yes,1
no,8,23,12,3,0,0,0,no,no,0,0,1,0,no,yes,8,2861,yes,no,0
no,7,19,0,169,0,31,115,no,no,0,0,0,0,yes,no,2,3592,yes,yes,1
no,6,1,0,120,0,1,0,no,no,2,0,0,0,yes,no,12,2588,yes,no,1
no,10,21,0,15,0,0,0,no,no,0,0,0,0,no,no,1,3653,yes,no,0
no,6,18,0,66,1,65,9,yes,no,0,0,0,1,no,no,6,2922,yes,no,1
no,5,16,0,0,0,0,0,no,no,0,0,0,0,no,no,5,3044,yes,no,1
no,3,20,0,20,0,13,0,yes,no,0,0,0,0,no,yes,10,2708,yes,no,0
no,6,21,0,126,0,21,0,no,no,1,0,1,2,no,yes,9,2708,yes,no,1
no,7,20,0,0,0,0,52,no,no,0,0,0,0,no,yes,18,2647,yes,no,1
no,5,3,0,0,0,0,283,no,no,0,0,0,0,yes,no,11,2466,yes,no,1
no,7,24,0,199,0,110,0,no,no,0,0,0,0,yes,no,5,1186,no,no,1
no,9,22,0,75,0,67,0,no,no,0,0,0,0,no,no,3,2162,yes,no,1
no,7,1,0,0,0,0,0,yes,no,0,0,0,0,no,no,2,2588,yes,no,1
no,8,20,2,26,0,84,1,no,no,2,0,0,0,yes,no,4,2009,yes,yes,0
no,7,1,0,189,0,3,0,no,no,1,0,0,0,yes,yes,5,2496,no,no,1
no,4,14,0,250,0,83,0,yes,no,0,0,0,0,no,no,7,3105,yes,yes,1
no,2,15,0,91,6,72,65,no,no,0,0,0,0,yes,no,7,2831,yes,no,1
no,2,16,0,34,0,0,0,yes,no,9,0,0,0,no,yes,10,1948,yes,no,1
no,6,5,0,0,0,0,49,yes,no,24,0,0,3,yes,yes,3,1917,yes,no,1
no,8,16,0,0,0,0,0,yes,no,3,0,0,0,no,no,8,2619,yes,no,1
no,10,22,0,239,0,53,0,yes,no,1,0,0,0,no,no,6,2496,yes,no,1
no,5,5,0,0,0,0,1,yes,no,0,0,0,0,yes,yes,37,2708,yes,no,0
no,6,13,0,0,1,20,3,no,no,0,0,0,0,no,yes,12,1461,no,no,0
no,4,2,0,28,0,66,2,yes,no,0,0,0,0,no,no,10,1705,yes,no,1
no,8,19,0,55,0,48,25,no,no,0,0,2,0,yes,no,5,1674,yes,no,1
no,10,21,0,212,0,44,22,no,no,7,0,0,0,yes,no,21,1278,yes,yes,1
no,4,3,0,0,0,0,190,no,no,0,0,0,0,no,no,6,2343,no,no,0
no,7,13,0,17,0,62,7,yes,no,0,0,12,0,no,no,3,2678,yes,no,1
no,9,12,10,0,0,1,0,yes,no,2,0,3,0,no,no,7,3135,yes,no,1
no,9,19,0,0,0,15,6,no,no,1,0,0,0,no,no,2,1613,yes,yes,0
no,9,1,0,78,0,12,0,yes,no,0,0,0,0,no,yes,8,2892,yes,no,0
no,1,14,0,0,0,21,51,no,no,0,0,0,0,yes,no,7,2800,yes,no,1
no,2,12,3,19,0,49,8,yes,no,9,0,0,0,yes,no,7,2131,yes,no,1
no,1,1,0,40,0,19,32,no,no,0,0,0,0,no,yes,20,2984,yes,no,1
no,6,2,0,0,0,0,3,no,no,0,0,3,1,no,yes,6,3105,yes,no,1
no,1,8,0,0,0,0,45,no,no,0,23,0,0,yes,yes,37,3804,yes,no,1
no,9,16,0,0,0,0,4,no,no,7,0,0,0,no,no,9,3378,no,no,1
no,6,13,3,102,0,97,6,yes,no,0,0,0,3,no,no,8,1674,yes,no,1
no,6,13,0,0,0,9,0,no,no,4,0,0,0,no,yes,2,2527,yes,no,1
no,5,14,0,0,0,0,0,yes,no,0,0,0,0,no,no,6,3013,yes,no,1
no,7,12,0,1,0,0,122,no,no,0,23,0,0,yes,no,10,3927,yes,no,1
no,9,9,4,56,2,20,2,no,no,12,0,0,2,no,no,9,2678,yes,no,1
no,10,28,0,0,12,59,14,no,no,82,0,3,0,no,no,14,2404,yes,no,1
no,9,6,3,0,0,13,16,yes,no,0,0,0,0,no,no,5,1889,yes,yes,1
yes,8,5,1,151,1,30,4,no,no,1,0,0,0,no,no,27,2769,yes,no,0
no,9,19,0,384,0,92,1,yes,no,4,0,4,0,no,no,23,3105,yes,no,1
no,5,13,0,0,0,0,6,yes,no,0,0,0,0,no,no,32,2527,yes,no,1
no,3,10,0,0,0,0,0,no,no,0,0,0,0,no,no,1,3409,yes,no,1
no,4,1,0,0,0,0,3,no,no,0,0,0,0,yes,no,1,2313,yes,no,1
no,2,19,0,0,0,15,0,yes,no,6,0,0,0,no,yes,10,3227,no,no,0
no,6,17,0,16,0,17,1,yes,no,0,0,0,5,no,no,15,2892,yes,no,1
no,8,12,0,0,0,1,28,no,no,0,0,8,4,no,no,6,3044,yes,no,1
no,9,14,0,0,0,17,28,no,no,0,0,0,0,no,no,3,2192,yes,no,0
no,10,16,0,0,0,55,170,no,no,1,0,0,0,yes,no,19,2162,no,no,1
no,5,9,1,0,0,0,3,no,no,0,0,0,2,no,no,1,2435,no,no,1
no,2,5,0,0,0,0,5,no,no,0,0,0,0,no,yes,3,1552,no,no,1
yes,7,13,2,1,0,7,1,no,no,0,0,0,0,no,yes,10,4080,no,no,1
no,1,10,0,57,2,30,30,no,no,1,0,0,0,no,no,17,2892,yes,no,1
no,9,12,0,0,0,0,25,no,no,0,0,0,0,no,no,9,2739,yes,no,1
no,2,2,0,0,0,0,0,no,no,12,0,0,0,no,yes,10,3409,yes,no,1
no,5,1,1,0,0,0,1,no,no,0,0,0,0,yes,no,3,2282,yes,yes,0
no,5,5,0,120,0,55,0,yes,no,15,0,0,0,yes,no,4,3439,yes,no,1
no,9,20,8,357,0,18,61,no,no,55,0,0,1,yes,no,6,2984,yes,no,1
no,5,8,5,58,0,47,1,no,no,0,0,0,0,yes,no,6,2527,yes,no,0
no,6,19,0,65,0,0,0,no,no,0,0,0,0,yes,no,1,2131,yes,no,1
no,6,11,0,4,0,0,0,no,no,0,0,0,0,yes,no,9,2282,yes,no,1
no,7,14,0,104,0,90,1,no,no,1,0,0,0,no,no,0,3105,yes,no,1
no,6,2,0,81,2,108,106,yes,no,5,0,0,0,no,no,24,3684,yes,yes,1
no,6,7,0,0,0,0,13,no,no,0,0,0,0,no,no,8,1674,no,no,1
no,2,8,0,422,0,78,3,no,no,0,0,0,0,yes,no,10,2192,yes,no,0
no,10,10,0,16,0,40,15,no,no,0,0,0,0,no,no,19,1278,no,no,1
no,5,3,0,0,0,0,44,no,no,0,0,0,0,yes,no,1,1523,no,no,1
no,8,6,0,0,0,0,3,yes,yes,0,0,0,0,no,no,16,1766,no,no,1
no,8,11,0,138,0,92,4,yes,no,0,0,0,0,yes,no,6,2254,yes,no,1
no,7,20,0,64,0,39,10,no,no,4,0,0,0,yes,no,7,2070,no,no,1
no,10,23,2,2,0,0,0,yes,no,0,0,0,2,no,no,10,2769,yes,no,1
no,8,7,0,189,0,38,0,no,no,0,0,0,0,no,no,0,1978,no,no,0
no,6,15,0,21,0,12,0,no,no,7,0,0,0,no,yes,12,2466,yes,no,1
no,10,13,0,165,0,17,0,yes,no,17,0,0,0,no,yes,5,3500,yes,no,0
no,10,2,0,273,1,100,48,no,no,28,0,0,0,no,no,8,2435,yes,no,0
no,8,12,0,0,0,0,32,no,no,0,0,0,4,no,yes,22,2223,yes,no,1
no,1,2,0,1,0,3,93,no,no,0,0,0,0,yes,no,5,1066,yes,no,1
yes,7,7,3,0,2,33,424,no,no,8,0,2,21,yes,no,17,1674,no,no,1
no,4,3,0,0,0,0,0,no,no,0,0,0,0,no,yes,4,4018,yes,no,0
no,10,17,0,159,1,70,388,yes,no,51,0,5,8,no,no,14,2162,yes,no,1
no,6,21,1,93,0,60,22,yes,no,0,0,0,0,yes,no,12,1858,yes,no,0
no,2,5,0,126,2,99,8,no,no,0,0,0,0,yes,no,21,1552,no,no,1
no,2,2,0,0,0,0,7,no,no,0,0,0,0,yes,no,1,2282,no,no,0
no,2,1,0,100,0,8,7,no,no,0,0,0,0,no,no,14,2953,no,no,0
no,1,6,0,0,0,9,17,no,no,0,0,0,0,no,no,8,3013,yes,no,0
no,7,4,1,0,0,0,0,no,no,7,0,0,0,no,no,4,2831,yes,no,1
no,3,25,1,51,0,30,3,yes,no,3,0,0,14,yes,no,8,2282,no,no,0
no,1,6,0,0,0,0,0,no,no,0,0,0,0,no,no,7,2435,yes,no,1
no,7,14,0,95,0,0,0,no,no,24,0,0,0,no,no,4,2678,yes,no,1
no,2,5,0,153,0,17,22,yes,yes,5,0,0,0,yes,no,2,2466,yes,no,1
no,6,12,0,60,0,17,55,no,no,1,0,0,0,yes,no,11,1948,yes,no,1
no,5,2,0,60,0,18,4,no,no,2,0,0,0,yes,yes,7,2162,yes,no,0
no,6,18,0,0,0,8,39,no,no,0,0,0,0,no,no,13,3531,yes,yes,1
yes,8,1,1,66,0,85,3,yes,no,0,0,2,8,no,no,20,2892,yes,no,0
no,4,20,1,123,0,62,0,no,no,0,0,0,0,yes,no,11,2496,yes,no,1
no,6,14,0,144,0,25,2,no,no,2,0,0,0,no,no,6,3135,yes,yes,1
no,7,16,0,0,0,0,0,no,no,2,0,0,0,no,no,6,2131,yes,no,1
no,10,22,5,187,2,99,410,yes,no,74,0,0,0,no,no,25,1613,yes,no,1
no,10,18,0,1,0,0,0,yes,no,3,0,0,0,yes,no,1,3623,yes,no,1
no,1,13,0,53,0,36,23,no,no,0,0,0,0,no,no,7,3013,yes,no,1
no,10,20,0,3,0,32,0,no,no,0,0,2,0,no,yes,4,1705,no,no,1
no,6,4,0,70,0,10,0,no,no,1,0,1,0,no,no,10,4018,yes,no,0
no,6,22,0,292,1,81,4,no,no,0,0,0,4,yes,no,4,2527,yes,no,1
no,5,6,0,0,0,5,43,no,no,0,0,0,0,no,no,6,2678,yes,no,1
yes,10,28,10,17,1,0,114,yes,no,0,0,0,0,yes,no,12,2708,no,no,0
no,9,3,0,0,0,0,12,no,no,0,5,0,0,yes,no,9,3013,yes,no,0
no,9,11,0,0,0,0,0,no,no,0,0,0,0,no,yes,8,3957,no,no,0
no,9,1,0,1,2,48,5,no,no,0,0,0,0,no,no,31,2708,no,no,0
no,9,16,10,169,0,104,6,yes,no,13,0,0,0,no,no,8,3684,yes,no,1
no,1,1,0,0,0,0,40,yes,no,0,0,0,0,no,yes,12,3227,yes,no,1
no,6,15,0,124,0,41,415,no,no,0,0,0,0,no,no,3,2282,yes,no,1
no,7,8,1,110,0,85,95,yes,no,2,0,0,0,yes,yes,9,2831,yes,yes,1
no,3,1,0,0,0,0,312,no,no,0,0,0,0,no,no,37,3804,yes,no,1
no,2,7,1,2,0,17,266,yes,no,8,0,0,0,no,no,7,2496,yes,no,1
no,2,1,0,0,0,1,0,no,no,0,0,0,0,yes,no,9,1917,yes,no,0
no,10,12,0,357,0,104,0,yes,no,1,0,0,0,no,no,3,2404,yes,no,1
no,7,21,0,7,0,4,9,no,no,11,0,0,0,yes,no,1,3044,yes,no,1
no,8,17,0,0,0,1,252,no,yes,2,0,0,0,no,no,6,1674,yes,no,1
no,7,15,0,55,1,45,8,no,no,0,0,0,0,yes,yes,12,2769,yes,no,1
no,3,9,0,120,0,0,0,yes,no,1,0,0,0,no,no,2,2557,yes,yes,1
no,9,8,3,0,0,0,4,no,no,5,0,0,0,yes,yes,8,2953,yes,no,0
no,2,3,0,8,0,0,66,no,no,0,0,0,0,no,yes,7,1978,no,no,1
no,2,3,0,117,1,64,135,yes,no,0,0,0,0,yes,no,23,2647,yes,no,1
no,7,12,0,59,0,78,3,no,no,0,0,0,0,yes,no,9,2282,yes,no,0
no,4,2,0,104,0,88,69,no,no,2,0,0,0,no,no,6,2131,yes,no,0
no,6,21,0,109,0,42,0,yes,no,2,0,0,0,no,no,12,2739,yes,no,1
no,8,19,0,135,1,114,5,no,no,1,0,0,5,yes,no,5,3470,yes,no,1
no,1,6,0,100,1,22,397,no,no,0,0,0,0,yes,no,9,2831,no,no,1
no,5,4,0,0,0,5,1,no,no,0,0,0,0,no,no,5,3378,no,no,0
no,2,9,0,395,0,45,0,no,no,6,0,0,0,no,yes,4,3074,yes,no,0
no,10,17,0,76,1,37,308,no,no,0,0,0,0,yes,no,21,2009,yes,no,1
no,5,5,0,87,0,9,0,no,no,0,0,0,0,no,yes,7,3013,yes,no,0
no,1,1,0,0,0,0,0,yes,no,0,0,0,0,no,yes,5,2496,yes,no,1
no,2,15,0,28,2,19,161,no,no,5,0,0,4,yes,no,18,2496,yes,no,1
no,10,18,0,251,0,35,62,no,no,0,0,0,0,yes,no,21,1736,yes,no,1
no,6,10,0,105,0,9,143,no,no,0,0,0,0,yes,no,9,1889,yes,no,1
no,9,20,8,30,0,53,261,yes,no,0,0,128,14,no,no,21,1917,yes,no,0
no,8,20,0,0,0,0,0,no,no,0,0,0,0,yes,no,5,2739,yes,yes,1
no,5,2,0,0,0,0,0,no,no,0,0,0,0,no,no,1,2953,yes,no,1
no,10,20,0,196,0,116,4,no,no,61,0,0,0,no,yes,4,2800,yes,no,1
no,5,8,0,21,0,28,126,no,no,0,0,0,0,no,no,9,1766,yes,no,1
no,10,19,0,0,0,0,0,no,no,0,0,0,0,no,no,9,3258,no,no,1
no,8,19,0,532,0,14,0,no,no,4,0,0,3,no,yes,5,3623,yes,yes,1
no,8,18,0,97,0,31,2,no,no,4,0,6,0,yes,yes,12,2527,yes,no,0
no,9,14,0,23,0,36,0,yes,no,0,0,0,0,no,yes,9,3074,no,no,1
no,1,1,0,0,0,0,2,yes,no,0,0,0,0,yes,yes,18,3258,yes,no,1
no,7,11,1,3,3,43,45,no,no,4,0,0,0,no,no,34,2254,yes,no,1
no,2,1,0,516,0,45,419,no,no,4,0,0,0,no,no,11,2619,yes,no,1
no,2,13,0,203,0,73,226,no,no,0,1,0,0,yes,no,4,2527,yes,no,1
no,9,17,10,0,0,0,2,yes,no,0,0,0,8,yes,no,37,3865,yes,no,0
no,6,9,0,60,0,18,67,no,no,20,0,0,0,no,no,5,1308,yes,no,0
no,7,17,1,0,0,1,0,no,no,0,0,0,0,no,yes,10,1400,no,no,1
no,9,13,1,14,0,6,71,no,no,0,0,0,0,yes,no,17,2009,yes,no,1
no,6,1,0,107,0,0,0,no,no,8,0,1,0,no,yes,7,2739,yes,no,1
no,7,19,12,23,1,59,21,yes,no,0,0,0,0,yes,yes,17,3623,yes,no,1
no,5,7,0,88,0,0,0,no,no,0,0,0,0,no,yes,6,1948,yes,no,1
no,2,1,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2678,yes,no,0
no,6,17,0,64,0,8,140,no,yes,8,0,0,0,yes,yes,1,2282,yes,yes,1
no,7,21,0,109,0,1,209,no,no,1,0,0,0,no,no,26,2953,yes,no,1
no,8,23,0,78,0,12,0,yes,no,0,0,0,0,yes,no,11,1917,no,no,1
no,4,13,0,23,0,0,1,no,no,2,0,0,0,no,no,7,2800,no,yes,1
no,5,14,0,0,0,5,0,no,no,1,0,0,0,yes,no,11,1674,yes,no,1
no,7,1,0,0,0,1,166,no,no,0,0,0,5,no,no,21,2343,no,no,1
no,2,2,0,148,0,102,11,yes,no,0,0,17,0,no,no,6,2466,yes,no,1
no,4,7,0,0,0,0,0,no,no,11,0,0,0,yes,no,7,3531,yes,no,1
yes,6,17,0,207,4,63,8,no,no,0,0,0,0,yes,yes,3,2313,yes,no,1
no,2,12,0,115,0,28,0,no,no,0,0,1,0,no,no,2,2769,no,no,1
no,9,22,2,148,0,72,0,no,no,0,0,0,0,no,yes,6,1583,no,no,0
no,1,13,0,0,0,9,0,no,no,0,0,0,0,no,no,2,3684,yes,no,1
no,10,21,16,452,0,100,17,yes,no,23,0,27,0,yes,no,2,2131,yes,yes,0
no,4,10,0,12,0,0,0,no,no,0,0,0,0,no,no,8,3684,yes,yes,1
no,5,4,0,28,0,50,0,no,yes,2,2,0,0,no,no,0,3105,yes,yes,0
no,9,9,3,0,0,0,0,yes,no,0,0,0,0,no,no,0,2739,yes,no,1
no,1,2,0,0,0,0,3,no,no,0,0,0,0,no,yes,13,2009,yes,no,1
no,6,4,0,16,0,0,0,no,no,0,0,0,0,no,no,8,3013,yes,no,0
no,2,13,0,0,0,0,9,no,no,0,0,15,0,yes,no,5,3743,yes,yes,1
no,6,8,0,0,0,0,0,no,no,0,0,0,0,no,no,9,3470,no,no,1
no,3,7,0,45,0,0,0,no,no,0,0,0,0,no,yes,8,3470,yes,no,0
no,9,16,0,17,0,0,0,no,no,1,0,0,0,no,no,10,3105,yes,no,1
no,9,20,0,14,1,46,39,no,no,0,0,0,0,yes,no,23,2131,yes,no,0
no,1,5,0,11,0,68,206,no,no,4,0,0,0,yes,no,5,2404,yes,no,1
no,1,3,0,0,0,1,25,no,no,0,0,0,0,yes,no,0,1431,yes,no,1
no,4,19,0,36,0,44,0,no,no,0,0,0,0,no,yes,3,2647,no,no,0
no,9,17,0,129,1,41,311,no,no,14,0,0,0,no,yes,23,2374,yes,no,0
no,9,13,0,175,1,43,6,yes,no,5,0,0,12,yes,no,18,2557,no,no,1
no,10,13,3,85,0,3,0,no,no,4,0,0,0,yes,no,4,1917,yes,no,1
yes,1,1,1,0,0,0,0,no,no,0,0,0,0,no,no,2,2162,no,no,1
no,1,1,0,0,0,0,180,no,no,0,0,0,0,no,no,12,3743,yes,no,1
no,8,16,0,1,0,5,26,no,no,0,0,0,0,yes,yes,2,2647,yes,no,1
no,8,17,0,0,0,0,98,no,no,0,0,0,0,yes,no,11,3865,yes,no,1
no,6,18,0,1,0,36,2,no,no,0,0,0,0,yes,yes,14,2313,yes,no,1
no,2,1,0,38,0,0,0,yes,no,0,0,0,0,no,yes,7,1978,yes,no,1
no,5,2,0,56,0,10,13,no,no,9,0,0,0,no,no,11,1705,yes,no,1
no,10,14,0,84,0,108,5,yes,no,5,0,6,6,yes,no,6,1736,no,no,1
yes,10,18,0,0,0,0,10,yes,no,0,0,0,3,no,no,3,2739,yes,yes,0
no,4,20,0,0,0,0,428,no,no,2,0,0,0,no,no,5,2282,yes,no,1
no,8,19,0,16,0,22,358,yes,no,2,0,0,0,no,yes,23,1797,yes,no,0
no,10,20,0,0,0,23,0,no,no,0,0,0,0,no,no,5,2861,yes,no,1
no,2,5,0,29,0,4,0,yes,no,0,0,0,2,no,yes,2,2708,yes,no,1
yes,6,8,0,143,2,82,88,yes,no,0,0,16,0,no,no,28,1370,no,no,0
no,1,15,0,0,0,0,182,no,no,0,0,0,0,no,no,28,2647,yes,no,1
no,7,15,1,33,0,70,3,no,no,0,0,0,0,no,no,9,2223,no,no,1
no,7,1,0,0,0,0,0,no,no,0,0,0,1,no,yes,0,2466,yes,no,1
no,6,6,0,5,0,22,7,yes,no,0,0,0,0,no,no,5,2647,yes,no,1
no,1,7,0,3,0,0,0,no,no,0,0,0,0,no,no,10,2101,yes,no,1
no,8,17,0,67,0,0,0,no,no,6,0,0,0,no,yes,11,1917,yes,no,1
no,2,12,0,316,3,79,59,no,no,1,0,0,0,yes,no,13,2131,yes,no,1
